age,income,employment_length,loan_amount,loan_term,credit_score,existing_loans,debt_to_income,marital_status,education,property_area,default
33,70975,3,14171,60,668,1,0.14,Single,Undergraduate,Urban,0
40,80545,14,17721,48,605,3,0.21,Single,Undergraduate,Urban,0
45,132302,19,21616,36,311,1,0.14,Married,Undergraduate,Rural,0
24,98797,5,47512,60,644,3,0.6,Married,Postgraduate,Semiurban,0
30,72307,5,43458,12,764,3,0.14,Single,Undergraduate,Semiurban,0
23,23093,17,12659,48,793,4,0.77,Married,Graduate,Urban,1
38,97258,10,48369,36,667,1,0.51,Married,Graduate,Urban,0
56,42042,5,16704,60,719,1,0.52,Single,Undergraduate,Rural,0
42,72930,4,37793,48,470,0,0.55,Single,Postgraduate,Semiurban,0
54,137584,6,36226,24,433,1,0.24,Married,Undergraduate,Rural,0
28,64413,4,28852,48,726,0,0.26,Married,Graduate,Semiurban,0
39,133387,7,37082,12,324,2,0.36,Married,Graduate,Rural,0
57,113623,7,27794,48,829,2,0.57,Married,Graduate,Urban,0
26,117883,18,46420,60,489,2,0.27,Single,Undergraduate,Rural,1
46,53756,3,18379,60,440,1,0.19,Married,Graduate,Rural,0
54,73268,1,12006,48,854,1,0.88,Single,Postgraduate,Urban,0
26,59214,4,13682,60,614,0,0.12,Single,Undergraduate,Semiurban,0
57,101871,6,38840,24,743,3,0.74,Married,Undergraduate,Semiurban,0
53,147844,9,37430,48,618,0,0.73,Married,Graduate,Urban,0
42,48602,14,28091,24,740,2,0.34,Married,Graduate,Rural,0
41,73331,12,37983,24,391,0,0.21,Single,Postgraduate,Rural,0
26,68901,4,28989,36,478,3,0.22,Single,Undergraduate,Rural,0
26,119986,12,14915,48,355,1,0.66,Single,Graduate,Semiurban,1
24,83416,10,47552,60,454,0,0.61,Single,Postgraduate,Rural,1
50,52196,7,23990,24,410,2,0.73,Married,Graduate,Semiurban,1
31,148386,3,29734,36,436,2,0.85,Single,Undergraduate,Rural,1
50,25626,14,19824,48,531,1,0.65,Single,Graduate,Urban,1
51,27424,10,41081,48,767,0,0.22,Married,Undergraduate,Urban,1
44,32857,16,16033,12,780,3,0.29,Single,Graduate,Semiurban,0
29,130459,16,47736,12,367,1,0.77,Single,Undergraduate,Semiurban,1
23,135621,10,21241,24,548,0,0.27,Married,Postgraduate,Urban,0
51,39982,13,10939,12,622,4,0.16,Single,Undergraduate,Urban,0
57,96961,6,40063,24,817,2,0.66,Single,Postgraduate,Rural,1
56,21980,12,39464,60,731,3,0.42,Single,Undergraduate,Urban,0
44,68290,9,16185,24,786,3,0.84,Single,Postgraduate,Semiurban,0
51,46431,13,32045,12,728,3,0.62,Married,Graduate,Urban,0
26,104976,4,49769,60,568,2,0.17,Single,Undergraduate,Semiurban,0
22,127288,11,24167,12,836,0,0.86,Married,Graduate,Semiurban,0
40,102711,18,41412,24,447,1,0.31,Single,Postgraduate,Rural,1
48,134187,11,26625,36,417,0,0.37,Married,Undergraduate,Rural,0
31,46385,4,44188,48,666,1,0.42,Married,Undergraduate,Rural,0
24,58158,18,32076,12,365,3,0.14,Married,Graduate,Rural,0
35,43019,1,49605,24,669,0,0.5,Single,Undergraduate,Urban,0
26,38639,7,24029,60,474,3,0.2,Single,Undergraduate,Rural,1
50,105530,6,27973,12,887,4,0.42,Single,Graduate,Urban,0
58,119911,15,44121,12,794,3,0.38,Married,Undergraduate,Rural,0
22,41563,18,36433,48,413,3,0.72,Single,Graduate,Rural,1
35,59341,11,48309,24,410,1,0.74,Single,Graduate,Semiurban,1
31,135672,15,6932,36,738,4,0.22,Single,Graduate,Urban,0
28,25776,16,49254,60,446,3,0.39,Single,Graduate,Semiurban,1
46,56444,7,6757,24,334,3,0.4,Married,Graduate,Rural,0
25,88916,10,35722,60,608,4,0.22,Married,Postgraduate,Urban,0
26,28711,12,42853,12,837,4,0.74,Single,Postgraduate,Rural,1
46,94318,14,43405,48,313,0,0.67,Single,Graduate,Semiurban,1
24,102970,5,6116,48,673,1,0.25,Single,Postgraduate,Urban,0
39,132301,18,48527,36,856,4,0.39,Married,Postgraduate,Semiurban,0
40,105553,5,16691,48,727,4,0.18,Single,Undergraduate,Rural,0
53,50707,3,5492,12,532,2,0.6,Married,Graduate,Rural,0
40,59110,5,32882,36,862,4,0.2,Married,Postgraduate,Rural,0
32,149410,17,13811,24,739,1,0.89,Single,Undergraduate,Urban,0
21,81788,19,32808,48,801,3,0.72,Single,Undergraduate,Semiurban,0
46,102879,19,29272,36,574,3,0.41,Single,Graduate,Semiurban,0
34,58827,12,33399,12,375,3,0.56,Married,Graduate,Rural,0
58,127188,9,11474,60,738,3,0.83,Married,Undergraduate,Semiurban,0
57,25655,1,31956,60,588,2,0.54,Single,Graduate,Urban,0
31,64859,18,47506,12,839,4,0.24,Married,Graduate,Rural,0
56,73625,4,18979,12,552,3,0.4,Single,Undergraduate,Rural,0
33,72098,10,49523,60,425,0,0.77,Single,Undergraduate,Rural,1
23,35251,7,47565,36,476,3,0.62,Married,Graduate,Urban,1
53,142413,1,33328,60,336,4,0.62,Married,Postgraduate,Rural,1
26,20526,17,17867,12,709,3,0.79,Married,Graduate,Rural,1
30,88760,2,30851,48,426,2,0.82,Married,Postgraduate,Rural,1
25,67837,11,36279,24,782,1,0.84,Single,Undergraduate,Rural,0
43,145133,9,35527,48,467,1,0.18,Single,Postgraduate,Semiurban,0
30,149478,7,12866,48,891,4,0.54,Single,Undergraduate,Rural,0
22,31536,17,20449,12,593,1,0.69,Married,Graduate,Urban,1
33,48541,17,15685,60,642,1,0.71,Single,Graduate,Rural,0
22,99083,2,28544,36,609,0,0.59,Married,Undergraduate,Rural,0
40,71027,6,10451,48,827,4,0.23,Married,Undergraduate,Semiurban,0
21,54531,14,26642,60,839,4,0.74,Married,Undergraduate,Rural,0
57,28712,6,46316,36,718,1,0.68,Single,Graduate,Semiurban,1
29,124101,2,44954,48,743,1,0.17,Married,Graduate,Urban,0
37,85455,1,43870,36,857,1,0.47,Married,Postgraduate,Semiurban,0
29,94744,10,36030,60,535,2,0.24,Married,Undergraduate,Rural,0
31,141787,5,35873,24,738,3,0.37,Married,Postgraduate,Urban,0
35,149749,2,5619,60,513,2,0.11,Married,Graduate,Rural,0
44,25109,16,38650,12,384,4,0.42,Married,Postgraduate,Semiurban,1
58,141332,2,30372,36,384,0,0.54,Married,Postgraduate,Urban,0
55,69268,10,8642,24,788,3,0.6,Married,Graduate,Urban,0
50,120737,2,33001,36,364,0,0.63,Married,Graduate,Semiurban,1
51,74615,16,39064,36,363,4,0.77,Married,Undergraduate,Semiurban,1
25,102503,16,34290,48,642,4,0.27,Married,Postgraduate,Urban,0
34,143274,19,19122,12,651,0,0.2,Married,Graduate,Urban,0
31,49759,7,29820,36,457,0,0.78,Single,Graduate,Semiurban,1
29,105708,12,7895,60,888,0,0.23,Single,Postgraduate,Rural,0
54,80112,15,10366,60,790,4,0.88,Married,Graduate,Urban,0
32,122471,8,13711,48,762,1,0.77,Married,Undergraduate,Semiurban,0
55,146740,6,24596,12,524,0,0.5,Married,Undergraduate,Rural,0
55,143153,10,23793,12,612,3,0.89,Single,Postgraduate,Urban,0
21,46589,3,13199,60,765,4,0.18,Single,Undergraduate,Urban,0
42,50015,19,15717,24,387,2,0.34,Single,Graduate,Semiurban,0
49,49009,17,41191,48,602,2,0.61,Married,Graduate,Rural,1
28,103309,7,15211,48,734,3,0.38,Married,Graduate,Urban,0
31,146446,4,28360,60,434,1,0.84,Married,Graduate,Rural,1
57,82046,14,26542,60,349,0,0.15,Married,Postgraduate,Rural,0
34,126661,15,36312,24,731,4,0.54,Single,Undergraduate,Urban,0
50,46143,8,41435,24,639,0,0.57,Married,Undergraduate,Rural,0
55,26154,15,33247,12,646,4,0.62,Single,Graduate,Urban,1
41,41804,14,27357,48,646,2,0.3,Single,Postgraduate,Rural,0
57,61688,9,46045,48,544,0,0.39,Married,Graduate,Urban,0
25,84288,8,32691,60,408,3,0.77,Single,Graduate,Semiurban,1
39,71195,17,17424,12,832,1,0.26,Single,Postgraduate,Urban,0
34,40581,2,23852,48,389,3,0.76,Single,Postgraduate,Urban,1
46,72648,3,27601,12,595,1,0.55,Single,Graduate,Urban,0
24,50087,8,23020,12,411,0,0.71,Married,Undergraduate,Rural,1
45,69930,12,13155,60,888,0,0.67,Married,Graduate,Semiurban,0
45,52981,1,8583,12,476,1,0.27,Single,Undergraduate,Rural,0
38,89298,10,20515,24,642,2,0.56,Married,Undergraduate,Rural,0
28,66167,3,41777,24,400,4,0.79,Single,Postgraduate,Urban,1
59,95304,6,24710,36,700,3,0.45,Married,Postgraduate,Rural,0
34,63408,7,48178,60,327,3,0.87,Married,Graduate,Urban,1
52,59499,18,29532,36,836,3,0.46,Married,Undergraduate,Semiurban,0
58,145816,11,23601,24,357,0,0.21,Married,Undergraduate,Rural,0
53,72269,19,9967,36,797,3,0.41,Married,Graduate,Rural,0
43,58559,5,23753,60,596,4,0.86,Single,Graduate,Rural,0
35,134126,19,25022,60,433,4,0.36,Married,Graduate,Urban,0
53,94319,11,48463,12,630,1,0.79,Single,Postgraduate,Urban,1
45,131925,12,14135,48,548,0,0.81,Single,Graduate,Rural,0
37,115317,10,10722,12,849,4,0.38,Married,Graduate,Rural,0
53,116347,8,32413,60,374,2,0.17,Single,Undergraduate,Semiurban,0
22,68787,9,32236,24,467,0,0.68,Married,Graduate,Semiurban,1
34,55488,4,20514,24,802,0,0.35,Single,Undergraduate,Semiurban,0
59,94441,5,48896,12,654,4,0.73,Single,Undergraduate,Semiurban,1
26,94663,8,42212,60,524,2,0.45,Married,Postgraduate,Semiurban,0
26,42431,9,45386,24,830,1,0.49,Married,Graduate,Urban,0
23,81681,15,25331,60,445,4,0.72,Married,Graduate,Semiurban,1
27,83483,15,23060,24,540,2,0.41,Married,Undergraduate,Semiurban,0
28,142720,16,6196,60,643,0,0.45,Single,Postgraduate,Rural,0
35,69153,14,17297,36,334,2,0.4,Married,Postgraduate,Urban,0
49,26368,8,7787,60,300,0,0.39,Single,Graduate,Semiurban,1
53,47424,18,28816,60,452,4,0.52,Single,Undergraduate,Semiurban,0
50,132360,10,45695,12,728,4,0.75,Single,Graduate,Semiurban,1
59,65004,6,24702,36,807,3,0.39,Single,Graduate,Rural,0
47,103869,12,30242,48,425,3,0.52,Single,Graduate,Rural,0
56,108652,2,7176,12,790,3,0.64,Single,Graduate,Rural,0
49,132755,7,25127,48,781,4,0.32,Married,Undergraduate,Semiurban,0
58,76985,16,46560,24,644,1,0.32,Single,Postgraduate,Rural,0
53,70069,3,32228,48,520,4,0.85,Single,Graduate,Semiurban,0
57,72326,13,25208,60,324,2,0.68,Single,Graduate,Urban,1
47,128737,3,33482,48,827,4,0.56,Married,Graduate,Semiurban,0
53,101061,18,14171,12,481,4,0.62,Married,Graduate,Rural,1
24,43398,11,40219,12,798,0,0.12,Single,Postgraduate,Urban,0
42,118393,8,38396,48,341,0,0.59,Married,Postgraduate,Semiurban,0
22,70861,6,47589,12,780,0,0.51,Single,Postgraduate,Urban,0
30,95897,1,45546,12,738,4,0.54,Married,Postgraduate,Urban,0
25,101905,1,8696,48,701,1,0.39,Single,Graduate,Urban,0
30,147118,8,25058,36,845,2,0.17,Married,Undergraduate,Semiurban,0
53,88577,5,25313,36,644,2,0.25,Married,Postgraduate,Rural,0
58,85641,16,24149,24,344,1,0.86,Married,Postgraduate,Semiurban,1
33,29078,11,46075,12,320,1,0.43,Single,Graduate,Rural,1
51,45003,5,9956,48,369,2,0.47,Single,Graduate,Semiurban,0
56,82768,4,15195,12,347,3,0.14,Single,Graduate,Semiurban,0
44,71047,6,22076,60,790,0,0.13,Married,Graduate,Semiurban,0
35,91626,14,6105,12,850,0,0.67,Married,Undergraduate,Rural,0
49,77660,19,20417,12,586,2,0.53,Single,Undergraduate,Semiurban,0
28,124386,9,29729,36,309,1,0.51,Married,Postgraduate,Urban,0
25,69786,12,35099,48,841,3,0.29,Single,Undergraduate,Semiurban,0
49,21925,11,37598,12,573,2,0.7,Single,Postgraduate,Urban,1
24,103976,14,34961,36,899,0,0.23,Single,Postgraduate,Rural,0
32,125221,16,17602,24,680,4,0.25,Single,Undergraduate,Rural,0
22,137832,1,14256,36,628,1,0.47,Married,Postgraduate,Semiurban,0
47,145150,13,25584,36,778,4,0.33,Married,Graduate,Semiurban,0
51,46015,13,39681,36,314,2,0.3,Married,Postgraduate,Semiurban,0
56,53320,2,30792,12,815,0,0.62,Single,Graduate,Urban,0
56,84881,4,26904,12,490,3,0.62,Married,Undergraduate,Rural,1
46,110827,6,48361,24,467,4,0.76,Single,Undergraduate,Urban,1
47,140071,5,39540,60,820,3,0.43,Single,Postgraduate,Urban,0
25,122215,3,31536,60,436,0,0.16,Single,Graduate,Semiurban,0
40,46289,1,24164,60,453,4,0.32,Single,Postgraduate,Semiurban,0
31,148859,4,17996,24,687,3,0.88,Single,Undergraduate,Urban,0
30,23389,2,7871,60,508,3,0.58,Single,Postgraduate,Urban,0
58,45683,5,27626,60,571,4,0.67,Married,Postgraduate,Semiurban,0
26,33629,3,15521,36,442,0,0.11,Married,Graduate,Semiurban,1
28,81550,9,48410,12,368,3,0.51,Married,Undergraduate,Urban,1
43,44826,6,6132,12,546,2,0.13,Married,Postgraduate,Semiurban,0
46,120734,18,38467,36,560,4,0.56,Single,Graduate,Semiurban,0
32,46630,6,19534,36,378,1,0.84,Single,Postgraduate,Urban,1
46,118762,19,28854,36,824,1,0.87,Married,Graduate,Urban,0
33,66163,12,47998,12,629,0,0.53,Married,Graduate,Rural,0
38,118511,11,44065,60,488,2,0.47,Married,Postgraduate,Urban,1
45,86435,2,12812,36,394,3,0.86,Married,Undergraduate,Semiurban,1
53,31653,15,9557,24,307,1,0.64,Married,Undergraduate,Urban,1
32,47961,12,7179,36,366,0,0.15,Married,Graduate,Urban,0
56,101941,12,48798,48,795,2,0.47,Married,Undergraduate,Urban,0
24,94137,9,14065,36,490,2,0.29,Married,Graduate,Rural,0
25,53662,2,13275,12,665,0,0.48,Single,Undergraduate,Rural,0
57,118818,3,40948,36,820,0,0.46,Single,Postgraduate,Semiurban,0
28,76446,12,25700,48,416,3,0.57,Single,Undergraduate,Rural,0
48,41288,16,44464,24,566,0,0.39,Single,Graduate,Urban,0
51,142555,1,47351,60,784,3,0.23,Married,Graduate,Rural,0
29,115081,3,32794,36,808,3,0.5,Single,Undergraduate,Urban,0
49,56877,2,33783,48,597,4,0.76,Married,Postgraduate,Rural,0
34,131562,9,21998,48,463,2,0.63,Single,Graduate,Rural,1
42,35313,19,18869,24,675,2,0.37,Married,Graduate,Rural,0
31,100885,15,49525,12,567,2,0.85,Married,Graduate,Urban,1
43,92715,18,33152,36,848,4,0.83,Single,Graduate,Rural,0
21,30326,11,25954,48,373,3,0.27,Single,Graduate,Urban,1
57,130091,16,36555,24,807,3,0.13,Married,Postgraduate,Urban,0
41,145836,17,21654,60,372,0,0.69,Married,Undergraduate,Semiurban,1
46,21560,5,40236,48,607,4,0.76,Married,Postgraduate,Rural,1
56,99148,12,20042,24,498,0,0.87,Single,Postgraduate,Semiurban,1
43,103186,11,30966,12,429,4,0.81,Single,Graduate,Semiurban,1
21,46745,15,49314,12,871,0,0.58,Married,Postgraduate,Urban,0
35,51890,3,19270,48,786,1,0.52,Single,Graduate,Rural,0
41,40022,1,35908,48,450,2,0.12,Married,Postgraduate,Urban,0
29,143629,16,20523,36,505,2,0.3,Single,Graduate,Urban,0
29,72579,2,24991,24,478,3,0.47,Single,Graduate,Rural,0
30,90316,2,15775,48,496,1,0.6,Single,Postgraduate,Urban,0
46,103847,3,17265,36,388,2,0.55,Single,Postgraduate,Rural,0
55,48380,8,24459,36,733,3,0.69,Single,Undergraduate,Rural,0
45,130198,15,21673,48,482,1,0.32,Married,Undergraduate,Urban,0
46,22356,7,32056,12,508,2,0.55,Married,Undergraduate,Urban,0
31,90326,6,11614,24,792,0,0.17,Single,Postgraduate,Semiurban,0
58,112447,9,41020,24,429,4,0.43,Married,Postgraduate,Urban,1
22,134994,1,12415,12,312,1,0.7,Married,Graduate,Rural,1
27,109899,8,28155,48,405,3,0.65,Single,Undergraduate,Semiurban,1
38,40049,3,48884,24,674,1,0.89,Married,Graduate,Rural,1
47,95717,4,21964,48,881,3,0.32,Single,Graduate,Semiurban,0
